Kbytes,RSS,Dirty,Mode,Mapping
       8,       0,       0, -----,   [ anon ]
   65536,   65536,   65536, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      92,      92, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      36,      36,       0, r--s-, log4j-1.2.16.jar
      12,      12,       0, r--s-, commons-pool-1.5.4.jar
      28,      28,       0, r--s-, spring-tx-4.0.6.RELEASE.jar
      48,      48,       0, r--s-, spring-beans-3.2.5.RELEASE.jar
      12,      12,       0, r--s-, jetty-websocket-8.1.15.v20140411.jar
       8,       8,       0, r--s-, lz4-1.2.0.jar
      84,      84,       0, r--s-, spring-context-3.2.5.RELEASE.jar
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      92,      92, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,      12,       0, r--s-, commons-dbcp-1.4.jar
       8,       8,       0, r--s-, jetty-http-8.1.15.v20140411.jar
      12,      12,       0, r--s-, spring-support-2.0.6.jar
      12,      12,       0, r--s-, javax.servlet-api-3.0.1.jar
      20,      20,       0, r--s-, spring-expression-3.2.5.RELEASE.jar
       8,       8,       0, r--s-, geronimo-jms_1.1_spec-1.1.1.jar
      16,      16,       0, r--s-, apache-log4j-extras-1.0.jar
      28,      28,       0, r--s-, quartz-1.8.3.jar
      16,      16,       0, r--s-, spring-context-support-3.2.5.RELEASE.jar
       8,       8,       0, r--s-, jetty-io-8.1.15.v20140411.jar
      28,      28,       0, r--s-, spring-messaging-4.0.6.RELEASE.jar
      72,      72,       0, r--s-, spring-integration-core-4.0.3.RELEASE.jar
      72,      72,       0, r--s-, spring-core-3.2.5.RELEASE.jar
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     100,     100, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     100,     100, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      92,      92, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     112,     112, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     100,     100, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     100,     100, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     104,     104, rw---,   [ anon ]
       4,       4,       0, r-x--, libjaas_unix.so
    2044,       0,       0, -----, libjaas_unix.so
       4,       4,       4, r----, libjaas_unix.so
       4,       4,       4, rw---, libjaas_unix.so
      12,       8,       0, r-x--, libunix-java.so
    2044,       0,       0, -----, libunix-java.so
       4,       4,       4, r----, libunix-java.so
       4,       4,       4, rw---, libunix-java.so
      12,       0,       0, -----,   [ anon ]
    1016,      92,      92, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
       4,       0,       0, -----,   [ anon ]
    8192,      28,      28, rw---,   [ anon ]
       4,       0,       0, -----,   [ anon ]
    8192,      28,      28, rw---,   [ anon ]
       4,       0,       0, -----,   [ anon ]
    8192,      40,      40, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
     232,     152,       0, r-x--, libfontconfig.so.1.8.0
    2044,       0,       0, -----, libfontconfig.so.1.8.0
       8,       8,       8, r----, libfontconfig.so.1.8.0
       4,       4,       4, rw---, libfontconfig.so.1.8.0
      24,      20,       0, r-x--, libmawt.so
    2048,       0,       0, -----, libmawt.so
       4,       4,       4, r----, libmawt.so
       4,       4,       4, rw---, libmawt.so
     640,     344,       0, r-x--, libawt.so
    2048,       0,       0, -----, libawt.so
       4,       4,       4, r----, libawt.so
      44,      44,      44, rw---, libawt.so
     148,     136,     136, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     100,     100, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     100,     100, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     100,     100, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     100,     100, rw---,   [ anon ]
       4,       4,       0, r--s-, logging_to_wac_disabled.png
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      36,      36,       0, r--s-, autoNumeric.js
      36,      36,       0, r--s-, jquery.timeentry.js
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
       4,       4,       0, r--s-, Toc.htm
       4,       4,       0, r--s-, Index.htm
       4,       4,       0, r--s-, Search.htm
       4,       4,       0, r--s-, GlossaryIcon.gif
       4,       4,       0, r--s-, SearchIcon.gif
       4,       4,       0, r--s-, IndexIcon.gif
       4,       4,       0, r--s-, TocIcon.gif
      48,      48,       0, r--s-, Stylesheet.xml
      16,      16,       0, r--s-, Navigation.htm
       4,       4,       0, r--s-, Blank.htm
       4,       4,       0, r--s-, Toolbar.htm
       4,       4,       0, r--s-, Default_Left.htm
     328,     328,       0, r--s-, MadCapAll.js
       8,       8,       0, r--s-, Default_CSH.htm
       4,       4,       0, r--s-, Skin.xml
      20,      20,       0, r--s-, Alias.xml
       4,       4,       0, r--s-, HelpSystem.xml
       4,       4,       0, r--s-, table_entry.png
       4,       4,       0, r--s-, backup_now.png
       4,       4,       0, r--s-, schedule_backup.png
       4,       4,       0, r--s-, view_backups.png
       4,       4,       0, r--s-, backupsystem.css
       4,       4,       0, r--s-, information_24.png
       4,       4,       0, r--s-, level_change.png
       4,       4,       0, r--s-, daylighting_on.png
       4,       4,       0, r--s-, gatewayswizard.css
      52,      52,       0, r--s-, 2.1 BACnet Config_400x326.png
       8,       8,       0, r--s-, BACnet Configuration.htm
      56,      56,       0, r--s-, icon export file.png
       4,       4,       0, r--s-, upload.png
       4,       4,       0, r--s-, remove_disabled_24.png
       4,       4,       0, r--s-, add_24.png
       4,       4,       0, r--s-, BACnet menu_104x24.png
      20,      20,       0, r--s-, About export version file_350x78.png
       4,       4,       0, r--s-, Configuration menu top1_130x24.png
       4,       4,       0, r--s-, Configuration menu Upgrade_78x24.png
       4,       4,       0, r--s-, Configuration menu SystemConf_104x24.png
       4,       4,       0, r--s-, Icon-red letter C_16x16.png
       4,       4,       0, r--s-, Icon-red letter B_16x16.png
       4,       4,       0, r--s-, Icon-red letter A_16x16.png
      56,      56,       0, r--s-, About-WAC listAB_600x172.png
      16,      16,       0, r--s-, login name menu-About_300x110.png
      12,      12,       0, r--s-, About your system application.htm
       4,       4,       0, r--s-, SearchGradient_over.jpg
       4,       4,       0, r--s-, ArrowUp.gif
       4,       4,       0, r--s-, SearchGradient.jpg
      28,      28,       0, r--s-, Search_Chunk10.xml
       4,       4,       0, r--s-, Synonyms.xml
       4,       4,       0, r--s-, AddSearchToFavorites.gif
     132,     132,       0, r--s-, Search.xml
       4,       4,       0, r--s-, SearchAccordionBackground_over.jpg
       4,       4,       0, r--s-, IndexAccordionBackground_over.jpg
       4,       4,       0, r--s-, Book.gif
       4,       4,       0, r--s-, Topic.gif
       4,       4,       0, r--s-, Collapse.gif
       8,       8,       0, r--s-, Dash-Select Usage pull-down zone type_200x110.png
      12,      12,       0, r--s-, Dash-Select Usage pull-down energytype_350x93.png
      76,      76,       0, r--s-, Dash-description A-F 3.2_600x421.png
      20,      20,       0, r--s-, Toc.xml
       4,       4,       0, r--s-, Loading.gif
       4,       4,       0, r--s-, TocAccordionBackground_over.jpg
       4,       4,       0, r--s-, Separator.gif
       4,       4,       0, r--s-, Back.gif
       4,       4,       0, r--s-, Home.gif
       4,       4,       0, r--s-, SelectIndex.gif
       4,       4,       0, r--s-, Refresh.gif
       4,       4,       0, r--s-, PreviousTopic.gif
       4,       4,       0, r--s-, SelectSearch.gif
       4,       4,       0, r--s-, Highlight.gif
       4,       4,       0, r--s-, NextTopic.gif
       4,       4,       0, r--s-, QuickSearch.gif
       4,       4,       0, r--s-, SelectToc.gif
       4,       4,       0, r--s-, Print.gif
       4,       4,       0, r--s-, Stop.gif
       4,       4,       0, r--s-, SelectFavorites.gif
       4,       4,       0, r--s-, Forward.gif
      52,      52,       0, r--s-, LogoIcon.png
       4,       4,       0, r--s-, ToolbarBackground.jpg
      12,      12,       0, r--s-, Single-Facility Dashboard.htm
       4,       4,       0, r--s-, Expand.gif
       4,       4,       0, r--s-, HideNavigation.gif
       4,       4,       0, r--s-, AddTopicToFavorites.gif
       4,       4,       0, r--s-, Glossary.xml
       4,       4,       0, r--s-, CommunityAccordionBackground.jpg
       4,       4,       0, r--s-, BrowsesequencesAccordionBackground.jpg
       4,       4,       0, r--s-, FavoritesAccordionBackground.jpg
       4,       4,       0, r--s-, GlossaryAccordionBackground.jpg
       4,       4,       0, r--s-, SearchAccordionBackground.jpg
       4,       4,       0, r--s-, IndexAccordionBackground.jpg
       4,       4,       0, r--s-, TocAccordionBackground.jpg
       4,       4,       0, r--s-, BrowsesequencesIcon.gif
       4,       4,       0, r--s-, CommunityIcon.gif
       4,       4,       0, r--s-, FavoritesIcon.gif
      32,      32,       0, r--s-, MadCapTopicAll.js
     128,     128,       0, r--s-, jquery.min.js
      28,      28,       0, r--s-, stemmer-english.global.min.js
       4,       4,       0, r--s-, MadCapBodyEnd.js
       4,       4,       0, r--s-, NavigationBottomGradient.jpg
       4,       4,       0, r--s-, NavigationTopGradient.jpg
       4,       4,       0, r--s-, AccordionIconsBackground.jpg
      12,      12,       0, r--s-, Styles.css
       8,       8,       0, r--s-, Slideshow.css
      12,      12,       0, r--s-, MadCap.css
       4,       4,       0, r--s-, BrowseSequences.htm
       4,       4,       0, r--s-, Favorites.htm
       4,       4,       0, r--s-, Glossary.htm
       4,       4,       0, r--s-, electricity_24.png
       4,       4,       0, r--s-, gas_24.png
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      24,      24, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      24,      24, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      24,      24, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
     328,     156,       0, r-x--, libfontmanager.so
    2044,       0,       0, -----, libfontmanager.so
      12,      12,      12, r----, libfontmanager.so
       4,       4,       4, rw---, libfontmanager.so
       4,       0,       0, -----,   [ anon ]
     128,      12,      12, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
     216,      24,      24, rw---,   [ anon ]
       4,       0,       0, -----,   [ anon ]
     128,      12,      12, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     100,     100, rw---,   [ anon ]
   11716,    6552,       0, r-x--, libdatamanagerjni.so
    2048,       0,       0, -----, libdatamanagerjni.so
     116,     116,     116, r----, libdatamanagerjni.so
     276,     276,     276, rw---, libdatamanagerjni.so
      12,      12,      12, rw---,   [ anon ]
       4,       4,       0, r--s-, reset_logging_disabled.png
       4,       4,       0, r--s-, support.css
       4,       4,       0, r--s-, remove_24.png
       4,       4,       0, r--s-, controlProfiles.css
       4,       4,       0, r--s-, ui-bg_flat_0_aaaaaa_40x100.png
       4,       4,       0, r--s-, jquery.timeentry.css
       8,       8,       0, r--s-, jquery.expander.js
       8,       8,       0, r--s-, sites.css
       4,       4,       0, r--s-, accounts.css
       4,       4,       0, r--s-, remove_disabled_32.png
       4,       4,       0, r--s-, reload_disabled_32.png
       4,       4,       0, r--s-, add_32.png
       4,       4,       0, r--s-, firmware_upgrade_disabled_32.png
       4,       4,       0, r--s-, replace_disabled_32.png
       4,       4,       0, r--s-, gateways.css
       4,       4,       0, r--s-, gateways.js
       4,       4,       0, r--s-, tick_24.png
       4,       4,       0, r--s-, identify_32.png
       4,       4,       0, r--s-, recurring_event.png
       4,       4,       0, r--s-, remove_event.png
       4,       4,       0, r--s-, calendar.png
      44,      44,       0, r--s-, d589a48862398ed80a3d6066f4f56f4c-le64.cache-4
       4,       4,       0, r--s-, fault_detection_disabled.png
       4,       4,       0, r--s-, white_breadcrumbs_indicator3.png
       4,       4,       0, r--s-, switch_levelchange.png
       4,       4,       0, r--s-, switch_off.png
       4,       4,       0, r--s-, switch_on.png
       4,       4,       0, r--s-, jquery.colourPicker.gif
      36,       4,       0, r-x--, libcrypt-2.19.so
    2048,       0,       0, -----, libcrypt-2.19.so
       4,       4,       4, r----, libcrypt-2.19.so
       4,       4,       4, rw---, libcrypt-2.19.so
     184,       0,       0, rw---,   [ anon ]
     276,      68,       0, r-x--, libhx509.so.5.0.0
    2044,       0,       0, -----, libhx509.so.5.0.0
       8,       8,       8, r----, libhx509.so.5.0.0
       8,       8,       8, rw---, libhx509.so.5.0.0
       4,       0,       0, rw---,   [ anon ]
      52,      12,       0, r-x--, libheimbase.so.1.0.0
    2044,       0,       0, -----, libheimbase.so.1.0.0
       4,       4,       4, r----, libheimbase.so.1.0.0
       4,       4,       4, rw---, libheimbase.so.1.0.0
     156,       4,       0, r-x--, libwind.so.0.0.0
    2048,       0,       0, -----, libwind.so.0.0.0
       4,       4,       4, r----, libwind.so.0.0.0
       4,       4,       4, rw---, libwind.so.0.0.0
      16,       8,       0, r-x--, libgpg-error.so.0.10.0
    2044,       0,       0, -----, libgpg-error.so.0.10.0
       4,       4,       4, r----, libgpg-error.so.0.10.0
       4,       4,       4, rw---, libgpg-error.so.0.10.0
     236,      72,       0, r-x--, libp11-kit.so.0.0.0
    2044,       0,       0, -----, libp11-kit.so.0.0.0
      24,      24,      24, r----, libp11-kit.so.0.0.0
       8,       8,       8, rw---, libp11-kit.so.0.0.0
      72,      12,       0, r-x--, libtasn1.so.6.2.0
    2048,       0,       0, -----, libtasn1.so.6.2.0
       4,       4,       4, r----, libtasn1.so.6.2.0
       4,       4,       4, rw---, libtasn1.so.6.2.0
      80,      20,       0, r-x--, libroken.so.18.1.0
    2044,       0,       0, -----, libroken.so.18.1.0
       4,       4,       4, r----, libroken.so.18.1.0
       4,       4,       4, rw---, libroken.so.18.1.0
     192,      28,       0, r-x--, libhcrypto.so.4.1.0
    2048,       0,       0, -----, libhcrypto.so.4.1.0
       4,       4,       4, r----, libhcrypto.so.4.1.0
       4,       4,       4, rw---, libhcrypto.so.4.1.0
       4,       0,       0, rw---,   [ anon ]
     628,      92,       0, r-x--, libasn1.so.8.0.0
    2048,       0,       0, -----, libasn1.so.8.0.0
       4,       4,       4, r----, libasn1.so.8.0.0
      12,      12,      12, rw---, libasn1.so.8.0.0
     520,     104,       0, r-x--, libkrb5.so.26.0.0
    2044,       0,       0, -----, libkrb5.so.26.0.0
      12,      12,      12, r----, libkrb5.so.26.0.0
      12,      12,      12, rw---, libkrb5.so.26.0.0
       4,       0,       0, rw---,   [ anon ]
      32,      12,       0, r-x--, libheimntlm.so.0.1.0
    2044,       0,       0, -----, libheimntlm.so.0.1.0
       4,       4,       4, r----, libheimntlm.so.0.1.0
       4,       4,       4, rw---, libheimntlm.so.0.1.0
   22960,     264,       0, r-x--, libicudata.so.52.1
    2044,       0,       0, -----, libicudata.so.52.1
       4,       4,       4, r----, libicudata.so.52.1
       4,       4,       4, rw---, libicudata.so.52.1
     496,      36,       0, r-x--, libgcrypt.so.11.8.2
    2048,       0,       0, -----, libgcrypt.so.11.8.2
       4,       4,       4, r----, libgcrypt.so.11.8.2
      12,      12,      12, rw---, libgcrypt.so.11.8.2
     732,      92,       0, r-x--, libgnutls.so.26.22.6
    2048,       0,       0, -----, libgnutls.so.26.22.6
      24,      24,      24, r----, libgnutls.so.26.22.6
       4,       4,       4, rw---, libgnutls.so.26.22.6
       4,       0,       0, rw---,   [ anon ]
     232,      56,       0, r-x--, libgssapi.so.3.0.0
    2048,       0,       0, -----, libgssapi.so.3.0.0
       4,       4,       4, r----, libgssapi.so.3.0.0
       8,       8,       8, rw---, libgssapi.so.3.0.0
       4,       0,       0, rw---,   [ anon ]
     100,      12,       0, r-x--, libsasl2.so.2.0.25
    2048,       0,       0, -----, libsasl2.so.2.0.25
       4,       4,       4, r----, libsasl2.so.2.0.25
       4,       4,       4, rw---, libsasl2.so.2.0.25
      52,      12,       0, r-x--, liblber-2.4.so.2.8.3
    2048,       0,       0, -----, liblber-2.4.so.2.8.3
       4,       4,       4, r----, liblber-2.4.so.2.8.3
       4,       4,       4, rw---, liblber-2.4.so.2.8.3
       8,       8,       0, r-x--, libkeyutils.so.1.4
    2048,       0,       0, -----, libkeyutils.so.1.4
       4,       4,       4, r----, libkeyutils.so.1.4
       4,       4,       4, rw---, libkeyutils.so.1.4
      40,      12,       0, r-x--, libkrb5support.so.0.1
    2044,       0,       0, -----, libkrb5support.so.0.1
       4,       4,       4, r----, libkrb5support.so.0.1
       4,       4,       4, rw---, libkrb5support.so.0.1
     176,      20,       0, r-x--, libk5crypto.so.3.1
    2044,       0,       0, -----, libk5crypto.so.3.1
       8,       8,       8, r----, libk5crypto.so.3.1
       4,       4,       4, rw---, libk5crypto.so.3.1
       4,       0,       0, rw---,   [ anon ]
    1424,     500,       0, r-x--, libicuuc.so.52.1
    2044,       0,       0, -----, libicuuc.so.52.1
      68,      68,      68, r----, libicuuc.so.52.1
       4,       4,       4, rw---, libicuuc.so.52.1
      16,       8,       8, rw---,   [ anon ]
     132,      28,       0, r-x--, liblzma.so.5.0.0
    2044,       0,       0, -----, liblzma.so.5.0.0
       4,       4,       4, r----, liblzma.so.5.0.0
       4,       4,       4, rw---, liblzma.so.5.0.0
     308,      56,       0, r-x--, libldap_r-2.4.so.2.8.3
    2044,       0,       0, -----, libldap_r-2.4.so.2.8.3
       8,       8,       8, r----, libldap_r-2.4.so.2.8.3
       4,       4,       4, rw---, libldap_r-2.4.so.2.8.3
       8,       0,       0, rw---,   [ anon ]
     272,      48,       0, r-x--, libgssapi_krb5.so.2.2
    2048,       0,       0, -----, libgssapi_krb5.so.2.2
       4,       4,       4, r----, libgssapi_krb5.so.2.2
       8,       8,       8, rw---, libgssapi_krb5.so.2.2
      12,       8,       0, r-x--, libcom_err.so.2.1
    2044,       0,       0, -----, libcom_err.so.2.1
       4,       4,       4, r----, libcom_err.so.2.1
       4,       4,       4, rw---, libcom_err.so.2.1
     752,     132,       0, r-x--, libkrb5.so.3.3
    2048,       0,       0, -----, libkrb5.so.3.3
      52,      52,      52, r----, libkrb5.so.3.3
       8,       8,       8, rw---, libkrb5.so.3.3
     984,     516,       0, r-x--, libprotobuf.so.8.0.0
    2044,       0,       0, -----, libprotobuf.so.8.0.0
      16,      16,      16, r----, libprotobuf.so.8.0.0
      12,      12,      12, rw---, libprotobuf.so.8.0.0
    2072,     424,       0, r-x--, libbacnapi.so.0.401
    2044,       0,       0, -----, libbacnapi.so.0.401
     108,     100,     100, rw---, libbacnapi.so.0.401
      36,       0,       0, rw---,   [ anon ]
    2016,     552,       0, r-x--, libicui18n.so.52.1
    2048,       0,       0, -----, libicui18n.so.52.1
      52,      52,      52, r----, libicui18n.so.52.1
       4,       4,       4, rw---, libicui18n.so.52.1
       4,       0,       0, rw---,   [ anon ]
   65536,   65536,   65536, rw---,   [ anon ]
    3728,    1528,    1528, rw---,   [ anon ]
   61808,       0,       0, -----,   [ anon ]
   65520,   64184,   64184, rw---,   [ anon ]
      16,       0,       0, -----,   [ anon ]
   65524,   65524,   65524, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
   65524,   64268,   64268, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
   65520,   64156,   64156, rw---,   [ anon ]
      16,       0,       0, -----,   [ anon ]
   65516,   64272,   64272, rw---,   [ anon ]
      20,       0,       0, -----,   [ anon ]
   65536,   65536,   65536, rw---,   [ anon ]
   65520,   64712,   64712, rw---,   [ anon ]
      16,       0,       0, -----,   [ anon ]
   65524,   64944,   64944, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    6324,    4096,    4096, rw---,   [ anon ]
   59212,       0,       0, -----,   [ anon ]
    3992,    1180,    1180, rw---,   [ anon ]
   61544,       0,       0, -----,   [ anon ]
    4376,    1584,    1584, rw---,   [ anon ]
   61160,       0,       0, -----,   [ anon ]
   13484,    1848,    1848, rw---,   [ anon ]
   52052,       0,       0, -----,   [ anon ]
    4100,    3192,    3192, rw---,   [ anon ]
   61436,       0,       0, -----,   [ anon ]
   65536,   65536,   65536, rw---,   [ anon ]
    4340,    1584,    1584, rw---,   [ anon ]
   61196,       0,       0, -----,   [ anon ]
    4508,    3464,    3464, rw---,   [ anon ]
   61028,       0,       0, -----,   [ anon ]
     132,      92,      92, rw---,   [ anon ]
   65404,       0,       0, -----,   [ anon ]
    1748,     560,     560, rw---,   [ anon ]
   63788,       0,       0, -----,   [ anon ]
     132,      92,      92, rw---,   [ anon ]
   65404,       0,       0, -----,   [ anon ]
     132,      76,      76, rw---,   [ anon ]
   65404,       0,       0, -----,   [ anon ]
     132,      96,      96, rw---,   [ anon ]
   65404,       0,       0, -----,   [ anon ]
     132,     124,     124, rw---,   [ anon ]
   65404,       0,       0, -----,   [ anon ]
   65516,   64600,   64600, rw---,   [ anon ]
      20,       0,       0, -----,   [ anon ]
     132,      72,      72, rw---,   [ anon ]
   65404,       0,       0, -----,   [ anon ]
     168,     140,     140, rw---,   [ anon ]
   65368,       0,       0, -----,   [ anon ]
      16,      16,       0, r--s-, spring-retry-1.1.0.RELEASE.jar
      32,      32,       0, r--s-, spring-aop-3.2.5.RELEASE.jar
      12,       8,       0, r-x--, libboost_system.so.1.53.0
    2044,       0,       0, -----, libboost_system.so.1.53.0
       4,       4,       4, r----, libboost_system.so.1.53.0
       4,       4,       4, rw---, libboost_system.so.1.53.0
    1392,     752,       0, r-x--, libxml2.so.2.9.1
    2048,       0,       0, -----, libxml2.so.2.9.1
      32,      32,      32, r----, libxml2.so.2.9.1
